ConstituentID,DisplayName,DisplayDate,AlphaSort,Nationality,BeginDate,EndDate,TextEntry
1813,Baker Art Gallery,"American, active 1860s-1950s",Baker Art Gallery,American,1860,1959,Baker Art Gallery was a partnership of L. M. Baker and D. H. Baker.
1815,Robert E. Wescott,"American, active 1890s","Wescott, Robert E.",American,1890,1899,NULL
1816,Elmer Chickering,"American, 1857-1915","Chickering, Elmer",American,1857,1915,NULL
1817,John H. Melrose,"American, born 1872","Melrose, John H.",American,1872,1872,"Melrose was convicted of mail fraud in 1899. He appears in the 1900 census as a prisoner of Blackwells Island. Additionally, the New York Times, on October 1, 1900, reports than an ex-convict named John Melrose was arrested for passing counterfeit money for elevated train tickets."
1818,Nicholas R. Worden,"American, ca. 1845-1889","Worden, Nicholas R.",American,1845,1889,"Cartes-des-visites bear only the last name, but are the same cursive font found on cabinet cards."
1819,Humphrey Lloyd Hime,"Canadian, 1833-1903","Hime, Humphrey Lloyd",Canadian,1833,1903,NULL
1820,E. Percy Olive,"American, born 1861","Olive, E. Percy",American,1861,1861,NULL
1822,Herman Oliver Albright,"American, 1876-1944","Albright, Herman Oliver",American,1876,1944,NULL
1824,Frank Albert Rinehart,"American, 1861-1928","Rinehart, Frank Albert",American,1861,1928,NULL
1825,Antony,"Belgian, active 1920s",Antony,Belgian,1920,1929,Antony was a partnership of Maurice Antony and Robert Antony.
1826,Felix A. Raymer,"American, born 1870","Raymer, Felix A.",American,1870,1870,NULL
1827,Harry Morey Callahan,"American, 1912-1999","Callahan, Harry Morey",American,1912,1999,NULL
1828,Paul Caponigro,"American, born 1932","Caponigro, Paul",American,1932,2032,NULL
1829,Lucien Clergue,"French, 1934-2014","Clergue, Lucien",French,1934,2014,NULL
1830,Linda Connor,"American, born 1944","Connor, Linda",American,1944,2044,NULL
1831,Joe Deal,"American, 1947-2010","Deal, Joe",American,1947,2010,NULL
1832,Robert Doisneau,"French, 1912-1994","Doisneau, Robert",French,1912,1994,NULL
1833,Barbara Drucker,"American, active 1970s-2010s","Drucker, Barbara",American,1970,2019,NULL
1834,Wilton S. Tifft,"American, 1941-2015","Tifft, Wilton S.",American,1941,2015,NULL
1835,Margaretta Kuhlthau Mitchell,"American, born 1935","Mitchell, Margaretta Kuhlthau",American,1935,2035,NULL
1836,Claude-Joseph-Désiré Charnay,"French, 1828-1915","Charnay, Claude-Joseph-Désiré",French,1828,1915,NULL
1837,Ellen McMahon,"American, born 1951","McMahon, Ellen",American,1951,1951,NULL
1838,Susan Wides,"American, born 1955","Wides, Susan",American,1955,2055,NULL
1839,Walther Dobbertin,"German, 1882-1961","Dobbertin, Walther",German,1882,1961,NULL
1840,Elgin R. Shepard,"American, born 1850","Shepard, Elgin R.",American,1850,1850,NULL
1844,Adolphe Braun,"French, 1812-1877","Braun, Adolphe",French,1812,1877,NULL
1846,Edward Sheriff Curtis,"American, 1868-1952","Curtis, Edward Sheriff",American,1868,1952,NULL
1847,Dinanda Hansen Nooney,"American, 1918-2004","Nooney, Dinanda Hansen",American,1918,2004,"Nooney had been coordinator of volunteers in 14th Congressional District during McGovern election campaign and while accompanying workers on their rounds of homes, had opportunity to observe interiors."
1848,Rosalie Gwathmey,"American, 1908-2001","Gwathmey, Rosalie",American,1908,2001,NULL
1849,Brady's National Portrait Gallery,"American, active 1870s",Brady's National Portrait Gallery,American,1870,1870,NULL
1850,Friedrich Bruckmann,"German, 1814-1898","Bruckmann, Friedrich",German,1814,1898,NULL
1852,Collection Classique,active 19th century,Collection Classique,NULL,1850,1899,NULL
1853,Franz Seraph Hanfstaengl,"German, 1804-1877","Hanfstaengl, Franz Seraph",German,1804,1877,"In 1852 Hanfstaengl opened an ""artistic-photographic"" studio in Munich that he operated with the painter Moritz Lotze. In 1854 he documented the Munich Glass Palace and the First German General Industrial Exhibition [Erste Deutsche Allgemeine Industrieausstellung]. Hanfstaengl made portraits of the aristocracy, established artists and the upper class. In 1868 he ceded his business to his son Edgar (1842-1910) who built the successful art publishing company Hanfstaengl [Kunstverlag Hanfstaengl]. [EC]"
1856,Charles Jacotin,"French, active 1860s-1870s","Jacotin, Charles",French,1860,1879,NULL
1857,George Kirchner & Co.,"American, active 1880s","Kirchner, George, & Co.",American,1880,1889,George Kirchner was a partner in George Kirchner & Co.
1858,Chester A. Lawrence,"American, born 1854","Lawrence, Chester A.",American,1854,1854,NULL
1859,Librairie Nilsson,"French, active 1880s-1900s","Nilsson, Librairie",French,1880,1909,NULL
1860,William Luks,"English, active 1880s","Luks, William",English,1880,1889,NULL
1861,M. F. Phillips,"American, active 1880s","Phillips, M. F.",American,1880,1889,NULL
1862,Charles L. Ritzmann,"American, active 1870s-1890s","Ritzmann, Charles L.",American,1870,1899,"Ritzmann is described alternately as a Sporting goods, Gun, & photographic materials dealer in business directories."
1863,E. H. Schroeder,"German, active 1860s-1870s","Schroeder, E. H.",German,1860,1879,NULL
1864,"Stereoscopic Company, Ltd.","English, active 1850s-1880s","Stereoscopic Company, Ltd.",English,1850,1889,NULL
1865,Sophus Williams,"German, ca. 1835-1900","Williams, Sophus",German,1835,1900,NULL
1866,Ziégler & Cie,"French, active 1870s",Ziégler & Cie,French,1870,1870,E. Ziégler was a partner in Ziégler & Cie.
1867,Joseph J. Ciarlo,"American, born 1859","Ciarlo, Joseph J.",American,1859,1859,NULL
1868,N. E. Maceo y Hno.,"Cuban, active 1890s","Maceo, N. E., y Hno.",Cuban,1890,1899,N. E. Maceo was a partner in N. E. Maceo y Hno.
1870,Andrea Modica,"American, born 1960","Modica, Andrea",American,1960,2060,NULL
1871,John Burton & Sons,"English, active 1880s","Burton, John, & Sons",English,1880,1889,NULL
1872,Elliott & Fry,"English, active 1860s-1960s",Elliott & Fry,English,1860,1969,Elliott & Fry was a partnership of Joseph John Elliott and Clarence Edmund Fry. They were succeeded by Bassano & Vandyck.
1873,George & Rebecca Lavis,"English, active 1860s-1870s","Lavis, George & Rebecca",English,1860,1879,George & Rebecca Lavis was a partnership of George Lavis and Rebecca Lavis.
1874,Burton Berinsky,"American, 1931-1991","Berinsky, Burton",American,1931,1991,NULL
1875,Héctor Rondón Lovera,"Venezuelan, born 1933","Rondón Lovera, Héctor",Venezuelan,1933,1933,NULL
1876,David Hume Kennerly,"American, born 1947","Kennerly, David Hume",American,1947,2047,NULL
1877,"Goodwin & Co. [New York, NY]","American, active 1880s-1910s",Goodwin & Co.,American,1880,1919,William H. Goodwin was a partner in Goodwin & Co. in New York. It is unclear when this tobacco company (or companies) began publishing photographic cards. Most cards in NYPL collection were copyrighted in the late 1880s.
1879,James Edward Purdy,"American, 1858-1933","Purdy, James Edward",American,1858,1933,NULL
1881,Charles H. James,"American, born 1849","James, Charles H.",American,1849,1849,NULL
1882,George Louis Patterson,active 1950s,"Patterson, George Louis",NULL,1950,1950,NULL
1883,William Emmet Patterson,active 1950s,"Patterson, William Emmet",NULL,1950,1950,NULL
1885,Dimmers' Photo Studio,"American, active 1880s",Dimmers' Photo Studio,American,1880,1889,NULL
1887,Charles Pratt,"American, 1926-1976","Pratt, Charles",American,1926,1976,NULL
1888,Daniel Libens,"Belgian, born 1954","Libens, Daniel",Belgian,1954,2054,NULL
1889,"Smith [New Haven, CT)]","American, active 1870s",Smith,American,1870,1879,"Fritz W. Burwell is at this address in 1874. Frank H. Smith, photographer, is at 297 Chapel."
1890,Alexandre Bougault Sr.,"French, 1851-1911","Bougault, Alexandre Sr.",French,1851,1911,NULL
1891,Kay Simmon Blumberg,"American, 1909-2004","Blumberg, Kay Simmon",American,1909,2004,"A 1948 city directory lists her as Kay Simmon, a photographer, but her home address is that of Morris Blumberg. Though it is unclear when they wed, she evidently kept her maiden name professionally. It is unclear how long her studio operated. Based on photographs in the New York Public Library she remained active as a travelling photographer from at least 1941 into the 1990s."
1892,Michael Wayne Meads,"American, active 1990s-2000s","Meads, Michael Wayne",American,1990,2009,NULL
1893,Flavia Derossi Robinson,"American, born 1926","Robinson, Flavia Derossi",American,1926,2026,NULL
1895,Felice Beato,"Italian, 1832-1909","Beato, Felice",Italian,1832,1909,NULL
1896,William Pryor Floyd,"British, 1834-1900","Floyd, William Pryor",British,1834,1900,NULL
1897,Lenke Szilagyi,"Hungarian, born 1959","Szilagyi, Lenke",Hungarian,1959,1959,NULL
1898,Imre Benko,"Hungarian, born 1943","Benko, Imre",Hungarian,1943,2043,NULL
1899,Jessie Tarbox Beals,"American, 1870-1942","Beals, Jessie Tarbox",American,1870,1942,NULL
1900,John George Brill,"American, active 1900s","Brill, John George",American,1900,1900,Brill built cars by profession.
1901,Joel Peter Sternfeld,"American, born 1944","Sternfeld, Joel Peter",American,1944,2044,NULL
1902,Karin Székessy,"German, born 1939","Székessy, Karin",German,1939,2039,NULL
1903,Friedrich Pustet,"German, 1831-1902","Pustet, Friedrich",German,1831,1902,NULL
1904,Ernest C. Youens,"English, active 1890s","Youens, Ernest C.",English,1890,1899,NULL
1911,Paula Wright,"American, 1897-2001","Wright, Paula",American,1897,2001,NULL
1912,Germaine Kellerman,"French, active 1940s","Kellerman, Germaine",French,1940,1940,NULL
1913,William Howard Case,"American, 1868-1920","Case, William Howard",American,1868,1920,NULL
1914,Alfred Horsley Hinton,"English, 1863-1908","Hinton, Alfred Horsley",English,1863,1908,NULL
1916,Shawn Walker,"American, born 1940","Walker, Shawn",American,1940,2040,NULL
1919,Margalit Mannor,"Israeli, born 1940","Mannor, Margalit",Israeli,1940,2040,NULL
1920,Römmler & Jonas,"German, active 1870s-1940s",Römmler & Jonas,German,1870,1949,Römmler & Jonas was a partnership of Emil Römmler and Leopold Erasmus Jonas.
1923,Oscar Krämer,"Austrian, 1835-1892","Krämer, Oscar",Austrian,1835,1892,NULL
1925,Jack A. Partington Jr.,"American, 1914-1987","Partington, Jack A. Jr.",American,1914,1987,NULL
1926,David Scheinbaum,"American, born 1951","Scheinbaum, David",American,1951,2051,NULL
1928,David Vestal,"American, 1924-2013","Vestal, David",American,1924,2013,NULL
1929,Walker Evans,"American, 1903-1975","Evans, Walker",American,1903,1975,NULL
1930,Eadweard James Muybridge,"American, 1830-1904","Muybridge, Eadweard James",American,1830,1904,NULL
1931,Marianne Engberg,"American, born 1937","Engberg, Marianne",American,1937,2037,NULL
1932,John Goodman,"American, born 1947","Goodman, John",American,1947,2047,NULL
1933,John C. Taylor,"American, born ca. 1845","Taylor, John C.",American,1845,1845,"Taylor's primary occupation was secretary of the Connecticut Prison Association, though he was a partner in various other enterprises on the side. Two were publishing ventures, specializing in Civil War views in partnership with William Huntington. Some time after 1884, Taylor had acquired a large collection of negatives by Matthew Brady, Alexander Gardner, and others previously in the posession of Col. Arnold A. Rand and Gen. Albert Ordway. Under the name of Taylor & Huntington, The War Photo & Exhibition Co., or his own name, he produced stereos and larger prints until at least 1903. An 1894 publication by The War Photograph & Exhibition Co. states that they have over 6,000 different views available. In 1907, the collection passed to Edward B. Eaton of Hartford, who embarked on his own publishing ventures with the images. After the death of Eaton in 1942, the Library of Congress acquired the collection."
1934,John Noone,"Australian, active 1858-1888","Noone, John",Australian,1858,1888,NULL
1936,A. C. Champagne,"French, active 1880s","Champagne, A. C.",French,1880,1889,NULL
1937,William L. Bates,"American, born ca. 1844","Bates, William L.",American,1844,1844,NULL
1938,Chaplain Thomas J. Dickson,"American, active 1900s","Dickson, Thomas J. Chaplain",American,1900,1900,NULL
1939,Clarence Kennedy,"American, 1892-1972","Kennedy, Clarence",American,1892,1972,NULL
1940,Frederick Gutekunst,"American, 1831-1917","Gutekunst, Frederick",American,1831,1917,NULL
1941,Helen Levitt,"American, 1913-2009","Levitt, Helen",American,1913,2009,NULL
1942,Gordon B. Church,"American, born 1867","Church, Gordon B.",American,1867,1867,NULL
1943,Lorna Bieber,"American, born 1949","Bieber, Lorna",American,1949,2049,NULL
1944,Gene Bagnato,"American, 1951-1995","Bagnato, Gene",American,1951,1995,NULL
1946,Jonathan Allen,"British, born 1966","Allen, Jonathan",British,1966,2066,NULL
1947,Bradley & Rulofson,"American, active 1863-1890",Bradley & Rulofson,American,1863,1890,"Bradley & Rulofson was a partnership of Henry William Bradley, and William Herman Rulofson."
1949,Joseph Gaylord Gessford,"American, 1864-1942","Gessford, Joseph Gaylord",American,1864,1942,NULL
1950,Marguerite W. Stoddard,"American, 1893-1979","Stoddard, Marguerite W.",American,1893,1979,NULL
1951,Headley & Reed,"American, active 1890s",Headley & Reed,American,1890,1899,Headley & Reed was a partnership of Phineas C. Headley Jr. and James E. Reed.
1952,E. G. Clements,"American, 1843-1926","Clements, E. G.",American,1843,1926,NULL
1953,Newsboy,"American, active 1880s",Newsboy,American,1880,1889,NULL
1954,"Century Association [New York, N.Y.]","American, active 1860s","Century Association [New York, N.Y.]",American,1860,1860,NULL
1955,Lewis Morris Rutherfurd,"American, 1816-1892","Rutherfurd, Lewis Morris",American,1816,1892,NULL
1956,Hermann Wilhelm Vogel,"German, 1834-1898","Vogel, Hermann Wilhelm",German,1834,1898,"Born in Dobrilugk, Saxony in 1834 and died in 1898 in Berlin. Vogel started the Photography Club in Berlin [Photographisches Verein] and organized the 1865 International Photography Exhibition. In 1868 he joined the expedition to observe the solar eclipse in Aden, Yemen. Between 1867 and 1870 Vogel published his Lehrbuch der Photographie [copy in ART], which had international editions following in 1875. In 1879 he published Lichtbilder nach der Natur [copy in Rare Books]. From 1884 on he headed the Institute for Photochemistry and scientific photography on the Technical University in Berlin-Charlottenburg."
1958,Gustaf Niles Adolf Nordenskiöld,"Swedish, 1868-1895","Nordenskiöld, Gustaf Niles Adolf",Swedish,1868,1895,NULL
1959,Louis Jacques Mandé Daguerre,"French, 1787-1851","Daguerre, Louis Jacques Mandé",French,1787,1851,NULL
1961,Albert Fernique,"French, 1841-1898","Fernique, Albert",French,1841,1898,NULL
1962,Allen Ginsberg,"American, 1926-1997","Ginsberg, Allen",American,1926,1997,NULL
1963,Read-Stroop Drug Co.,"American, active 1910s",Read-Stroop Drug Co.,American,1910,1910,NULL
1965,Edward Augustus Bromley,"American, 1848-1925","Bromley, Edward Augustus",American,1848,1925,NULL
1966,Northern Pacific Railroad Co.,"American, established 1864",Northern Pacific Railroad Co.,American,1864,1864,NULL
1967,Jack Ellis Haynes,"American, 1884-1962","Haynes, Jack Ellis",American,1884,1962,NULL
1968,Lee Moorhouse,"American, 1850-1926","Moorhouse, Lee",American,1850,1926,NULL
1969,Hugo E. Schwichtenberg,"American, born 1866","Schwichtenberg, Hugo E.",American,1866,1866,NULL
1971,Dorothea Lange,"American, 1895-1965","Lange, Dorothea",American,1895,1965,NULL
1972,Arthur Mineyard Teakell,"American, born 1883","Teakell, Arthur Mineyard",American,1883,1883,NULL
1973,Ernest H. Dewey,"American, born ca. 1871","Dewey, Ernest H.",American,1871,1871,"The 1920 census says he is a travelling photographer, though he seems to have settled in Faribault for most of the decade, before moving to Madison, WI."
1974,Jasper G. Ewing,"American, active 1910s","Ewing, Jasper G.",American,1910,1919,NULL
1976,Douglas Leigh,"American, 1907-1999","Leigh, Douglas",American,1907,1999,NULL
1977,Eugene Stamm,"American, born 1918","Stamm, Eugene",American,1918,1918,NULL
1978,Art Specialty Co.,"American, active 1900s",Art Specialty Co.,American,1900,1900,NULL
1979,Xenophon O. Howe,"American, active 1880s-1890s","Howe, Xenophon O.",American,1880,1899,NULL
1980,Lighty Photo Company,"American, active 1900s-1910s",Lighty Photo Company,American,1900,1919,NULL
1981,Hippolyte Arnoux,"French, active 1860s-1880s","Arnoux, Hippolyte",French,1860,1889,NULL
1982,Joel Greenberg,"American, born 1947","Greenberg, Joel",American,1947,1947,NULL
1983,Edward Jean Steichen,"American, 1879-1973","Steichen, Edward Jean",American,1879,1973,NULL
1984,Lewis Wickes Hine,"American, 1874-1940","Hine, Lewis Wickes",American,1874,1940,NULL
1985,Edward Henry Weston,"American, 1886-1958","Weston, Edward Henry",American,1886,1958,NULL
1986,Bruce Davidson,"American, born 1933","Davidson, Bruce",American,1933,2033,NULL
1987,Robert Adams,"American, born 1937","Adams, Robert",American,1937,2037,NULL
1988,Jesse Lyman Alexander,"American, born 1929","Alexander, Jesse Lyman",American,1929,2029,NULL
1989,Morley Baer,"American, 1916-1995","Baer, Morley",American,1916,1995,NULL
1990,Lewis Baltz,"American, 1945-2014","Baltz, Lewis",American,1945,2014,NULL
1991,Bruce Barnbaum,"American, born 1943","Barnbaum, Bruce",American,1943,2043,NULL
1992,Ruth Bernhard,"American, 1905-2006","Bernhard, Ruth",American,1905,2006,NULL
1994,Marilyn Bridges,"American, born 1948","Bridges, Marilyn",American,1948,2048,NULL
1995,Wynn Bullock,"American, 1902-1975","Bullock, Wynn",American,1902,1975,NULL
1996,Dr. Harold Eugene Edgerton,"American, 1903-1990","Edgerton, Harold Eugene Dr.",American,1903,1990,NULL
1997,Elliott Erwitt,"American, born 1928","Erwitt, Elliott",American,1928,2028,NULL
1998,Don Farber,"American, active 1960s-2000s","Farber, Don",American,1960,2009,NULL
1999,Gary Leon Faye,"American, born 1938","Faye, Gary Leon",American,1938,2038,NULL
2000,Jo Alison Feiler,"American, born 1951","Feiler, Jo Alison",American,1951,2051,NULL
2001,Susan Felter,"American, born 1945","Felter, Susan",American,1945,2045,NULL
2002,Jeff Gates,"American, born 1949","Gates, Jeff",American,1949,2049,NULL
2003,Goodwin Harding,"American, born 1947","Harding, Goodwin",American,1947,2047,NULL
2004,Erich Hartmann,"American, 1922-1999","Hartmann, Erich",American,1922,1999,NULL
2005,Evelyn Hofer,"English, 1922-2009","Hofer, Evelyn",English,1922,2009,NULL
2006,Eikoh Hosoe,"Japanese, born 1933","Hosoe, Eikoh",Japanese,1933,2033,NULL
2007,Yasuhiro Ishimoto,"Japanese, 1921-2012","Ishimoto, Yasuhiro",Japanese,1921,2012,NULL
2008,Christopher James,"American, born 1947","James, Christopher",American,1947,2047,NULL
2009,Pirkle Jones,"American, 1914-2009","Jones, Pirkle",American,1914,2009,NULL
2010,Barbara Kasten,"American, born 1936","Kasten, Barbara",American,1936,2036,NULL
2011,Michael Kenna,"English, born 1953","Kenna, Michael",English,1953,2053,NULL
2012,Nathan Bernard Lerner,"American, 1913-1997","Lerner, Nathan Bernard",American,1913,1997,NULL
2013,Nancy Lloyd,"American, born 1949","Lloyd, Nancy",American,1949,2049,NULL
2014,Mary Ellen Mark,"American, 1940-2015","Mark, Mary Ellen",American,1940,2015,NULL
2015,Roger Marshutz,"American, 1929-2007","Marshutz, Roger",American,1929,2007,NULL
2016,Tom Millea,"American, 1944-2015","Millea, Tom",American,1944,2015,NULL
2017,Doug Muir,"American, born 1940","Muir, Doug",American,1940,2040,NULL
2018,Barbara P. Norfleet,"American, born 1926","Norfleet, Barbara P.",American,1926,2026,NULL
2019,Jenny Okun,"American, born 1953","Okun, Jenny",American,1953,2053,NULL
2020,Arthur Ollman,"American, born 1947","Ollman, Arthur",American,1947,2047,NULL
2021,Ted Orland,"American, born 1941","Orland, Ted",American,1941,2041,NULL
2022,Don Ornitz,"American, born 1920","Ornitz, Don",American,1920,2020,NULL
2023,Olivia Parker,"American, born 1941","Parker, Olivia",American,1941,2041,NULL
2024,Doug Prince,"American, born 1943","Prince, Doug",American,1943,2043,NULL
2025,Cathy Raff,"American, active 1970s-1980s","Raff, Cathy",American,1970,1989,NULL
2026,Irene Ray,active 1970s,"Ray, Irene",NULL,1970,1970,NULL
2027,Terry Reed,"American, active 1970s","Reed, Terry",American,1970,1979,NULL
2028,Jan Saudek,"Czechoslovakian, born 1935","Saudek, Jan",Czechoslovakian,1935,2035,NULL
2029,Eugene Richards,"American, born 1944","Richards, Eugene",American,1944,2044,NULL
2030,Herb Ritts,"American, 1952-2002","Ritts, Herb",American,1952,2002,NULL
2031,Alan Ross,"American, born 1948","Ross, Alan",American,1948,2048,NULL
2032,Eva Rubinstein,"American, born 1933","Rubinstein, Eva",American,1933,2033,NULL
2033,Linda Robbennolt,"American, born 1951","Robbennolt, Linda",American,1951,2051,NULL
2034,John Sexton,"American, born 1953","Sexton, John",American,1953,2053,NULL
2035,Ron Starr,"American, born 1947","Starr, Ron",American,1947,2047,NULL
2036,Sandra Tasca,"American, active 1970s","Tasca, Sandra",American,1970,1970,NULL
2037,Reed Thomas,"American, born 1937","Thomas, Reed",American,1937,1937,NULL
2038,George A. Tice,"American, born 1938","Tice, George A.",American,1938,2038,NULL
2039,Arthur Tress,"American, born 1940","Tress, Arthur",American,1940,2040,NULL
2040,Catherine Wagner,"American, born 1953","Wagner, Catherine",American,1953,2053,NULL
2041,Melanie J. Walker,"American, born 1949","Walker, Melanie J.",American,1949,2049,NULL
2042,Brett Weston,"American, 1911-1993","Weston, Brett",American,1911,1993,NULL
2043,Minor White,"American, 1908-1976","White, Minor",American,1908,1976,NULL
2044,Huntington Witherill,"American, born 1949","Witherill, Huntington",American,1949,2049,NULL
2045,Marion Post Wolcott,"American, 1910-1990","Wolcott, Marion Post",American,1910,1990,"Credit stamps for ""Post"" appear on Farm Security Administration photographs also credited to Russell Lee. This is possibly Marion Post-Wolcott."
2046,Penny Diane Wolin,"American, born 1953","Wolin, Penny Diane",American,1953,1953,NULL
2047,Don Worth,"American, 1924-2009","Worth, Don",American,1924,2009,NULL
2048,Lou Jacobs Jr.,"American, born 1921","Jacobs, Lou Jr.",American,1921,2021,NULL
2049,Judy Dater,"American, born 1941","Dater, Judy",American,1941,2041,NULL
2050,Willard Ames Van Dyke,"American, 1906-1986","Van Dyke, Willard Ames",American,1906,1986,NULL
2051,Linda Gail Rich,"American, born 1949","Rich, Linda Gail",American,1949,2049,NULL
2052,Anne W. Brigman,"American, 1869-1950","Brigman, Anne W.",American,1869,1950,NULL
2053,Ansel Adams,"American, 1902-1984","Adams, Ansel",American,1902,1984,NULL
2054,Brassaï,"French, 1899-1984",Brassaï,French,1899,1984,NULL
2055,James Edward Abbe,"American, 1883-1973","Abbe, James Edward",American,1883,1973,NULL
2056,Henry Gilpin,"American, born 1922","Gilpin, Henry",American,1922,2022,NULL
2058,Vilem Kriz,"American, 1921-1994","Kriz, Vilem",American,1921,1994,NULL
2059,Paul Strand,"American, 1890-1976","Strand, Paul",American,1890,1976,NULL
2060,Robert Adamson,"Scottish, 1821-1848","Adamson, Robert",Scottish,1821,1848,NULL
2061,Julia Margaret Cameron,"British, 1815-1879","Cameron, Julia Margaret",British,1815,1879,NULL
2062,Rev. Charles Lutwidge Dodgson,"English, 1832-1898","Dodgson, Charles Lutwidge Rev.",English,1832,1898,NULL
2063,Peter Henry Emerson,"English, 1856-1936","Emerson, Peter Henry",English,1856,1936,NULL
2064,Frederick Henry Evans,"English, 1853-1943","Evans, Frederick Henry",English,1853,1943,NULL
2065,Roger Fenton,"English, 1819-1869","Fenton, Roger",English,1819,1869,NULL
2066,Lady Clementina Hawarden,"British, 1822-1865","Hawarden, Clementina Lady",British,1822,1865,NULL
2067,David Octavius Hill,"Scottish, 1802-1870","Hill, David Octavius",Scottish,1802,1870,NULL
2068,Robert Howlett,"English, 1830-1858","Howlett, Robert",English,1830,1858,NULL
2069,Oscar Gustav Rejlander,"English, 1813-1875","Rejlander, Oscar Gustav",English,1813,1875,NULL
2070,William Henry Fox Talbot,"English, 1800-1877","Talbot, William Henry Fox",English,1850,1877,NULL
2071,Benjamin Brecknell Turner,"English, 1815-1894","Turner, Benjamin Brecknell",English,1815,1894,NULL
2072,Faye Godwin,"English, 1931-2005","Godwin, Faye",English,1931,2005,NULL
2073,Margaret F. Boughton,active 1900s,"Boughton, Margaret F.",NULL,1900,1900,NULL
2074,Winston Swift Boyer,"American, born 1954","Boyer, Winston Swift",American,1954,1954,NULL
2075,Jo Ann Callis,"American, born 1940","Callis, Jo Ann",American,1940,2040,NULL
2076,Augustin Victor Casasola,"Mexican, 1874-1938","Casasola, Augustin Victor",Mexican,1874,1938,NULL
2077,Jerry Cooke,"American, 1921-2005","Cooke, Jerry",American,1921,2005,NULL
2078,William Ashford Garnett,"American, 1916-2006","Garnett, William Ashford",American,1916,2006,NULL
2079,Roy DeCarava,"American, 1919-2009","DeCarava, Roy",American,1919,2009,NULL
2080,Baron Adolphe De Meyer,"German, 1868-1949","De Meyer, Adolphe Baron",German,1868,1949,NULL
2081,Jay Dusard,"American, born 1937","Dusard, Jay",American,1937,2037,NULL
2082,Wilma Ervin,"American, active 1970s-2000s","Ervin, Wilma",American,1970,2009,NULL
2083,Arthur Freed,"American, born 1936","Freed, Arthur",American,1936,2036,NULL
2084,Chris Gulker,"American, 1951-2010","Gulker, Chris",American,1951,2010,NULL
2085,Hiroshi Hamaya,"Japanese, 1915-1999","Hamaya, Hiroshi",Japanese,1915,1999,NULL
2086,Wanda Lee Hammerbeck,"American, born 1945","Hammerbeck, Wanda Lee",American,1945,2045,NULL
2087,Fritz Henle,"American, 1909-1993","Henle, Fritz",American,1909,1993,NULL
2088,Philip J. Hyde,"American, 1921-2006","Hyde, Philip J.",American,1921,2006,NULL
2089,Andrea L. Jennison,"American, born 1944","Jennison, Andrea L.",American,1944,2044,NULL
2090,Les Krims,"American, born 1942","Krims, Les",American,1942,2042,NULL
2091,Charles E. Manley,active 1980s,"Manley, Charles E.",NULL,1980,1980,Possibly the opthamologist at Columbia University Medical Center.
2092,Wayne Forest Miller,"American, 1918-2013","Miller, Wayne Forest",American,1918,2013,NULL
2093,William Mortensen,"American, 1897-1965","Mortensen, William",American,1897,1965,NULL
2094,Greg O'Loughlin,"American, active 1980s-2000s","O'Loughlin, Greg",American,1980,2009,NULL
2095,Marion Louise Patterson,"American, born 1933","Patterson, Marion Louise",American,1933,2033,NULL
2096,Sylvia Plachy,"American, born 1943","Plachy, Sylvia",American,1943,2043,NULL
2097,Leland Rice,"American, born 1940","Rice, Leland",American,1940,2040,NULL
2100,Harry A. Smith,"American, 1883-1973","Smith, Harry A.",American,1883,1973,"This is not the filmmaker and musicologist, Harry E. Smith."
2101,Eve Arnold,"American, 1912-2012","Arnold, Eve",American,1912,2012,NULL
2102,Jill Freedman,"American, born 1939","Freedman, Jill",American,1939,2039,NULL
2103,Ernst Haas,"American, 1921-1986","Haas, Ernst",American,1921,1986,NULL
2104,André Kertész,"American, 1894-1985","Kertész, André",American,1894,1985,NULL
2105,Duane Michals,"American, born 1932","Michals, Duane",American,1932,2032,NULL
2106,Inge Morath,"American, 1923-2002","Morath, Inge",American,1923,2002,NULL
2107,Neal Slavin,"American, born 1941","Slavin, Neal",American,1941,2041,NULL
2108,James Van Der Zee,"American, 1886-1983","Van Der Zee, James",American,1886,1983,NULL
2109,Jerry N. Uelsmann,"American, born 1934","Uelsmann, Jerry N.",American,1934,2034,NULL
2110,Stephen Von Seeger,active 1970s,"Von Seeger, Stephen",NULL,1970,1970,NULL
2111,James Deane,"American, 1801-1858","Deane, James",American,1801,1858,NULL
2112,Pepe Diniz,"Portuguese, born 1945","Diniz, Pepe",Portuguese,1945,2045,NULL
2113,Dana B. Merrill,"American, born 1877","Merrill, Dana B.",American,1877,1877,NULL
2115,Peter Britt,"American, 1819-1905","Britt, Peter",American,1819,1905,NULL
2116,Publisher's Photo Service,"American, active 1910s-1920s",Publisher's Photo Service,American,1910,1929,"Charles d'Emery was President of Publisher's Photo Service from 1918 into the 1920s. Mary E. Morrow was Secretary and Treasurer at the same time. Julian F. Detmore was listed as Vice President in 1922. It was unclear if this was a name variant of Publisher's Photo Co., a New York firm from the same period."
2118,Jim Dow,"American, born 1942","Dow, Jim",American,1942,2042,NULL
2119,William R. Brooks,"American, active 1880s","Brooks, William R.",American,1880,1889,NULL
2120,Schuyler U. Bunnell,"American, 1868-1935","Bunnell, Schuyler U.",American,1868,1935,"Bunnell's wife, Cora D. Bunnell, was also a photographer."
2121,Tomer J. Hileman,"American, 1882-1945","Hileman, Tomer Jacob",American,1882,1945,NULL
